,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
12251,Braybrook,12/27 Marnoo St,3,t,560000.0,S,Sweeney,22/07/2017,8.6,3019.0,3.0,1.0,1.0,158.0,137.0,2002.0,Maribyrnong,-37.78893,144.84652,Western Metropolitan,3589.0
12252,Ashburton,28 Baker Pde,4,t,1650000.0,VB,Jellis,26/08/2017,10.2,3147.0,4.0,2.0,1.0,338.0,200.0,2005.0,,-37.86058,145.08542,Southern Metropolitan,3052.0
12253,Bentleigh East,2/9 Argyle St,2,u,592000.0,S,Gary,29/07/2017,13.8,3165.0,2.0,1.0,1.0,121.0,,,Glen Eira,-37.91051,145.07138999999995,Southern Metropolitan,10969.0
12254,Carlton North,771 Rathdowne St,3,h,1950000.0,S,Nelson,24/06/2017,3.5,3054.0,3.0,1.0,1.0,309.0,,,Yarra,-37.78659,144.97211,Northern Metropolitan,3106.0
12255,Albert Park,3 Herbert St,3,h,1800000.0,VB,Cayzer,10/09/2016,3.3,3206.0,3.0,1.0,1.0,253.0,,,Port Phillip,-37.8443,144.9579,Southern Metropolitan,3280.0
12256,Fitzroy North,4/199 Barkly St,1,u,381000.0,SP,Nelson,15/07/2017,3.6,3068.0,1.0,1.0,1.0,454.0,,,Yarra,-37.77869000000001,144.98578,Northern Metropolitan,6244.0
12257,Bentleigh East,21 Wards Gr,4,h,1206000.0,S,Hodges,8/10/2016,13.9,3165.0,4.0,1.0,1.0,636.0,138.0,1940.0,Glen Eira,-37.925,145.0612,Southern Metropolitan,10969.0
12258,Bentleigh East,1/32 Elizabeth St,3,t,767000.0,S,Gary,13/05/2017,13.9,3165.0,3.0,1.0,2.0,162.0,,,Glen Eira,-37.9229,145.0538,Southern Metropolitan,10969.0
12259,East Melbourne,11/201 Wellington Pde S,1,u,630000.0,SP,Caine,25/02/2017,1.5,3002.0,1.0,1.0,1.0,0.0,,,Melbourne,-37.8168,144.9787,Northern Metropolitan,3040.0
12260,Port Melbourne,180 Station St,3,h,1402000.0,S,RT,16/07/2016,3.8,3207.0,3.0,1.0,0.0,108.0,106.0,1900.0,Port Phillip,-37.8332,144.945,Southern Metropolitan,8648.0
12261,Port Melbourne,25 Barak Rd,3,h,1900000.0,VB,Marshall,12/08/2017,3.5,3207.0,3.0,2.0,3.0,337.0,,,Port Phillip,-37.83802,144.92442,Southern Metropolitan,8648.0
12262,Port Melbourne,34 Bridge St,2,h,875000.0,S,Cayzer,18/06/2016,3.8,3207.0,2.0,1.0,1.0,95.0,,,Melbourne,-37.8381,144.9465,Southern Metropolitan,8648.0
12263,Reservoir,163 Spring St,4,h,790000.0,S,Ray,23/04/2016,11.2,3073.0,4.0,2.0,2.0,1090.0,,,Darebin,-37.7243,145.0014,Northern Metropolitan,21650.0
12264,Richmond,21 Leslie St,3,h,1090000.0,S,Biggin,7/05/2016,2.6,3121.0,3.0,1.0,3.0,283.0,,,Yarra,-37.8127,145.0073,Northern Metropolitan,14949.0
12265,Footscray,8 Dudley St,3,h,767500.0,S,Sweeney,28/05/2016,6.4,3011.0,3.0,2.0,0.0,458.0,98.0,1930.0,Maribyrnong,-37.7942,144.8832,Western Metropolitan,7570.0
12266,Dingley Village,13 Lobelia Ct,3,h,980000.0,SP,Hodges,17/06/2017,22.2,3172.0,3.0,2.0,2.0,702.0,,,Kingston,-37.97658,145.11887,South-Eastern Metropolitan,3940.0
12267,Ascot Vale,37 Roxburgh St,3,h,1306000.0,S,Jellis,15/07/2017,4.3,3032.0,3.0,1.0,0.0,199.0,126.0,1900.0,Moonee Valley,-37.77561,144.91695,Western Metropolitan,6567.0
12268,Pascoe Vale,27 Sefton St,3,h,975000.0,SP,Brad,15/10/2016,9.9,3044.0,3.0,1.0,3.0,686.0,151.0,1970.0,Moreland,-37.7231,144.9252,Northern Metropolitan,7485.0
12269,Hawthorn,2/472 Glenferrie Rd,1,u,382000.0,SP,Kay,28/05/2016,4.6,3122.0,1.0,1.0,1.0,0.0,,,Boroondara,-37.8339,145.0335,Southern Metropolitan,11308.0
12270,Hurstbridge,3 Milton Wy,3,h,600000.0,S,Mason,9/09/2017,26.1,3099.0,3.0,2.0,,785.0,,,,-37.637,145.20166,Northern Victoria,1345.0
12271,Reservoir,24 Epstein St,2,h,650000.0,PI,Barry,15/10/2016,11.2,3073.0,2.0,1.0,1.0,750.0,,,Darebin,-37.7092,144.9933,Northern Metropolitan,21650.0
12272,Doreen,8 Bower Wy,3,h,481000.0,S,Mason,9/09/2017,25.9,3754.0,3.0,2.0,1.0,359.0,150.0,2011.0,,-37.5875,145.11883999999995,Northern Victoria,7254.0
12273,Pascoe Vale,8 Merbein St,3,h,683500.0,S,hockingstuart,14/05/2016,9.9,3044.0,3.0,1.0,2.0,590.0,,,Moreland,-37.717,144.9507,Northern Metropolitan,7485.0
12274,Sunshine West,111 Hall St,4,h,645000.0,VB,Barry,27/11/2016,13.5,3020.0,4.0,2.0,3.0,616.0,215.0,1970.0,Brimbank,-37.7904,144.7999,Western Metropolitan,6763.0
12275,Heidelberg West,111 Ramu Pde,3,h,722000.0,S,Miles,25/02/2017,9.4,3081.0,3.0,1.0,2.0,593.0,99.0,1950.0,Banyule,-37.7386,145.0387,Eastern Metropolitan,2674.0
12276,Brighton East,9 Dunoon Ct,3,h,1590000.0,S,Marshall,3/09/2017,10.3,3187.0,3.0,2.0,3.0,594.0,,,,-37.91166,145.02265,Southern Metropolitan,6938.0
12277,Malvern East,17 Findon St,4,h,2200000.0,VB,Jellis,4/03/2017,11.2,3145.0,4.0,2.0,2.0,541.0,,,Stonnington,-37.8717,145.0403,Southern Metropolitan,8801.0
12278,Sunshine,36 Matthews St,5,h,895000.0,PI,Barry,7/05/2016,12.6,3020.0,4.0,2.0,2.0,690.0,,,Brimbank,-37.7933,144.8408,Western Metropolitan,3755.0
12279,Upwey,338 Glenfern Rd,2,h,575000.0,S,Harcourts,27/05/2017,29.3,3158.0,2.0,1.0,1.0,1200.0,,,Yarra Ranges,-37.91732,145.33501,Eastern Victoria,2591.0
12280,Toorak,11/2 Theodore Ct,2,u,725000.0,S,Marshall,8/07/2017,4.1,3142.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.83532,145.0216,Southern Metropolitan,7217.0
12281,Kensington,64 Hardiman St,2,h,806000.0,S,Alexkarbon,28/05/2016,4.2,3031.0,2.0,1.0,1.0,173.0,,,Melbourne,-37.7959,144.9341,Northern Metropolitan,5263.0
12282,Newport,79 Blackshaws Rd,4,h,860000.0,PI,Sweeney,10/09/2016,8.4,3015.0,3.0,3.0,2.0,217.0,195.0,,Hobsons Bay,-37.8344,144.8764,Western Metropolitan,5498.0
12283,Oakleigh South,19 Reid St,2,h,778000.0,S,Ray,30/07/2016,14.7,3167.0,2.0,1.0,1.0,806.0,89.0,1965.0,Monash,-37.9112,145.0873,South-Eastern Metropolitan,3692.0
12284,Hampton,4 The Avenue,4,h,2500000.0,VB,Marshall,23/09/2017,13.8,3188.0,4.0,2.0,4.0,683.0,199.0,1980.0,,-37.92983,145.00167,Southern Metropolitan,5454.0
12285,Epping,26 Lowalde Dr,3,h,595000.0,S,hockingstuart,26/08/2017,19.6,3076.0,3.0,1.0,2.0,536.0,0.0,1980.0,,-37.64972,145.04086,Northern Metropolitan,10926.0
12286,Richmond,53/69 Palmer St,2,u,815000.0,S,Jellis,7/11/2016,2.6,3121.0,2.0,2.0,2.0,0.0,,,Yarra,-37.8187,145.0079,Northern Metropolitan,14949.0
12287,Hillside,3 Silvana Wy,3,h,478000.0,S,Barry,19/08/2017,18.0,3037.0,3.0,1.0,1.0,318.0,118.0,2003.0,,-37.70388,144.75259,Western Metropolitan,5556.0
12288,Brighton,7/138 New St,1,u,495000.0,S,Nick,29/07/2017,10.5,3186.0,1.0,1.0,1.0,0.0,,1970.0,Bayside,-37.91814,144.99297,Southern Metropolitan,10579.0
12289,Altona,1/26 Maidstone St,4,t,820000.0,SP,hockingstuart,22/07/2017,11.0,3018.0,4.0,2.0,2.0,288.0,,1970.0,Hobsons Bay,-37.87171,144.81273000000004,Western Metropolitan,5301.0
12290,Maribyrnong,7 Pridham St,5,h,1151000.0,S,Biggin,27/06/2016,8.7,3032.0,5.0,2.0,5.0,694.0,232.0,1950.0,Maribyrnong,-37.7819,144.8901,Western Metropolitan,4918.0
12291,Brunswick West,25 Wales St,3,h,1190000.0,S,Nelson,3/12/2016,5.9,3055.0,3.0,1.0,1.0,0.0,119.0,1920.0,Moreland,-37.7564,144.9422,Northern Metropolitan,7082.0
12292,Templestowe Lower,5 MacRobertson St,4,h,1118000.0,S,Philip,27/06/2016,13.8,3107.0,4.0,2.0,2.0,705.0,195.0,1970.0,Manningham,-37.7595,145.1176,Eastern Metropolitan,5420.0
12293,Wheelers Hill,65 Cootamundra Dr,3,h,950000.0,S,Jellis,16/09/2017,16.7,3150.0,3.0,2.0,2.0,651.0,,,,-37.91057,145.1719,South-Eastern Metropolitan,7392.0
12294,Bentleigh East,81 Marlborough St,3,h,1430000.0,S,Buxton,27/05/2017,13.8,3165.0,3.0,2.0,2.0,614.0,197.0,1950.0,Glen Eira,-37.91068,145.06802,Southern Metropolitan,10969.0
12295,West Footscray,11 Elphinstone St,3,h,820000.0,S,Sweeney,12/11/2016,8.2,3012.0,3.0,1.0,3.0,440.0,131.0,1950.0,Maribyrnong,-37.7937,144.8732,Western Metropolitan,5058.0
12296,Bellfield,2 Erica Ct,2,h,736500.0,SP,Miles,27/05/2017,8.8,3081.0,2.0,1.0,1.0,271.0,,,Banyule,-37.75329,145.04058999999995,Eastern Metropolitan,790.0
12297,Sunshine North,90 McIntyre Rd,3,h,490000.0,PI,Douglas,29/04/2017,13.3,3020.0,3.0,1.0,1.0,546.0,145.0,1960.0,Brimbank,-37.7676,144.8307,Western Metropolitan,4217.0
12298,Ivanhoe East,5/3 Rotherwood Rd,2,u,470000.0,VB,Nelson,6/08/2016,9.0,3079.0,2.0,1.0,1.0,1473.0,65.0,1960.0,Banyule,-37.7713,145.0499,Eastern Metropolitan,1554.0
12299,Toorak,28 Church St,4,h,2025000.0,PI,Sotheby's,15/10/2016,4.6,3142.0,4.0,2.0,2.0,237.0,,,Stonnington,-37.8507,145.0298,Southern Metropolitan,7217.0
12300,Newport,7 Rosshire Rd,3,h,776000.0,S,RT,12/11/2016,8.4,3015.0,3.0,1.0,3.0,363.0,,,Hobsons Bay,-37.8476,144.8673,Western Metropolitan,5498.0
12301,Newport,153 Mason St,3,h,950000.0,S,Jas,16/07/2016,8.4,3015.0,3.0,1.0,2.0,453.0,145.0,1950.0,Hobsons Bay,-37.8414,144.8707,Western Metropolitan,5498.0
12302,Braybrook,11/27 Marnoo St,3,h,495000.0,S,Burnham,27/06/2016,10.8,3019.0,3.0,1.0,1.0,158.0,138.0,2005.0,Maribyrnong,-37.7889,144.8465,Western Metropolitan,3589.0
12303,Maidstone,3 Crefden St,3,t,615000.0,S,Jas,3/09/2016,9.2,3012.0,3.0,2.0,2.0,165.0,161.0,2007.0,Maribyrnong,-37.7773,144.8725,Western Metropolitan,3873.0
12304,Highett,1/1 Peterson St,3,t,1030000.0,PI,Hodges,29/07/2017,16.0,3190.0,3.0,2.0,2.0,240.0,180.0,2006.0,Bayside,-37.9461,145.02432,Southern Metropolitan,4794.0
12305,Surrey Hills,5/26 Florence Rd,2,u,550000.0,SP,Jellis,16/04/2016,11.2,3127.0,2.0,1.0,1.0,174.0,,,Whitehorse,-37.8291,145.1015,Southern Metropolitan,5457.0
12306,Armadale,18A New St,2,h,1460000.0,S,Jellis,19/08/2017,6.3,3143.0,2.0,1.0,1.0,181.0,80.0,1930.0,,-37.8542,145.01506,Southern Metropolitan,4836.0
12307,Yarraville,8 Gordon Pde,3,h,990000.0,S,Jas,6/05/2017,7.0,3013.0,3.0,1.0,2.0,340.0,119.0,1940.0,Maribyrnong,-37.8227,144.8827,Western Metropolitan,6543.0
12308,Ivanhoe,7/3 Kenilworth Pde,3,u,650000.0,PI,Barry,28/08/2016,7.9,3079.0,3.0,2.0,2.0,0.0,96.0,2000.0,Banyule,-37.7694,145.0406,Eastern Metropolitan,5549.0
12309,Hawthorn,6/15 Shakespeare Gr,2,u,805000.0,S,Jellis,3/06/2017,5.3,3122.0,2.0,1.0,1.0,0.0,84.0,1965.0,Boroondara,-37.82258,145.0193,Southern Metropolitan,11308.0
12310,West Footscray,12/32 Argyle St,2,h,438000.0,S,hockingstuart,8/10/2016,8.2,3012.0,2.0,1.0,2.0,0.0,75.0,1970.0,Maribyrnong,-37.7952,144.8749,Western Metropolitan,5058.0
12311,Malvern East,15 Alma St,4,h,1550000.0,VB,Jellis,28/08/2016,11.2,3145.0,4.0,2.0,4.0,848.0,,1970.0,Stonnington,-37.8847,145.076,Southern Metropolitan,8801.0
12312,Seabrook,20 Hope Pl,3,h,640000.0,S,LJ,8/07/2017,15.5,3028.0,3.0,2.0,2.0,531.0,,1990.0,Hobsons Bay,-37.87899,144.75625,Western Metropolitan,1793.0
12313,Balwyn North,8 Cash St,4,h,1740000.0,VB,Jellis,10/09/2016,9.2,3104.0,4.0,2.0,2.0,610.0,275.0,1993.0,Boroondara,-37.7843,145.0891,Southern Metropolitan,7809.0
12314,Clarinda,10 Boree Av,4,h,1241000.0,S,Woodards,12/08/2017,17.5,3169.0,4.0,2.0,2.0,625.0,625.0,1950.0,Kingston,-37.92801,145.1057,South-Eastern Metropolitan,2727.0
12315,Surrey Hills,255 Elgar Rd,4,h,1300000.0,VB,Fletchers,10/09/2016,11.2,3127.0,4.0,2.0,2.0,809.0,198.0,1950.0,Whitehorse,-37.8337,145.1118,Southern Metropolitan,5457.0
12316,Fawkner,220 McBryde St,3,h,645000.0,SP,YPA,4/02/2016,12.4,3060.0,3.0,1.0,4.0,661.0,,,Moreland,-37.7009,144.9776,Northern Metropolitan,5070.0
12317,Kew,3/29 Mary St,2,u,672000.0,S,Nelson,3/06/2017,5.4,3101.0,2.0,1.0,1.0,710.0,,1960.0,Boroondara,-37.8055,145.03799999999995,Southern Metropolitan,10331.0
12318,Bayswater,1/20 Church St,2,u,520000.0,S,Schroeder,17/06/2017,23.2,3153.0,2.0,1.0,1.0,418.0,76.0,1970.0,Knox,-37.83777,145.26345,Eastern Metropolitan,5030.0
12319,Glen Iris,16 Flowerdale Rd,5,h,2000000.0,PI,Marshall,14/05/2016,9.2,3146.0,5.0,3.0,1.0,696.0,248.0,1920.0,Boroondara,-37.8563,145.0709,Southern Metropolitan,10412.0
12320,Mill Park,3/84 Mill Park Dr,2,t,480750.0,S,Ray,27/05/2017,17.9,3082.0,2.0,1.0,1.0,114.0,92.0,,Whittlesea,-37.67761,145.06132,Northern Metropolitan,10529.0
12321,Coburg,373 Moreland Rd,2,t,770000.0,PI,Ray,26/08/2017,6.7,3058.0,2.0,1.0,1.0,600.0,,,,-37.75356,144.9497,Northern Metropolitan,11204.0
12322,Essendon,1B Ogilvie St,3,h,886000.0,S,Nelson,27/05/2017,7.5,3040.0,3.0,2.0,1.0,173.0,107.0,2007.0,Moonee Valley,-37.75382000000001,144.89167,Western Metropolitan,9264.0
12323,Richmond,61 Baker St,3,h,1310000.0,S,Jellis,29/07/2017,2.4,3121.0,3.0,1.0,1.0,209.0,,1920.0,Yarra,-37.81179,145.00351,Northern Metropolitan,14949.0
12324,Ashwood,9 Katta Ct,3,h,1060000.0,S,Harcourts,16/07/2016,12.2,3147.0,2.0,1.0,2.0,772.0,,,Monash,-37.8707,145.1036,Southern Metropolitan,2894.0
12325,Williams Landing,22 Bushlark Cr,3,h,555000.0,SP,hockingstuart,16/09/2017,17.6,3027.0,3.0,2.0,2.0,265.0,25.0,2014.0,,-37.85504,144.73516,Western Metropolitan,1999.0
12326,North Melbourne,2/7 Oxford St,2,u,850000.0,VB,W.B.,24/06/2017,1.8,3051.0,2.0,3.0,1.0,1223.0,,,Melbourne,-37.8006,144.95418999999995,Northern Metropolitan,6821.0
12327,Glen Waverley,1/8 Short St,2,u,1100000.0,S,Ray,3/06/2017,16.7,3150.0,2.0,1.0,1.0,258.0,106.0,1980.0,Monash,-37.88245,145.15982,Eastern Metropolitan,15321.0
12328,Seaford,43 Molesworth St,4,h,800000.0,VB,Harcourts,8/07/2017,35.4,3198.0,4.0,2.0,0.0,1151.0,207.0,1969.0,Frankston,-38.11336,145.15035,South-Eastern Metropolitan,8077.0
12329,Kingsville,2/15 Edgar St,2,u,440000.0,S,hockingstuart,15/10/2016,7.8,3012.0,2.0,1.0,1.0,117.0,74.0,2008.0,Maribyrnong,-37.8083,144.8775,Western Metropolitan,1808.0
12330,Camberwell,20 Kirkwood Dr,5,h,2740000.0,S,Fletchers,28/08/2016,7.8,3124.0,4.0,2.0,2.0,643.0,363.0,2005.0,Boroondara,-37.8421,145.0719,Southern Metropolitan,8920.0
12331,Airport West,10A Coniston Av,3,t,780000.0,S,RE,29/07/2017,10.4,3042.0,3.0,2.0,1.0,195.0,192.0,2005.0,Moonee Valley,-37.7325,144.88272,Western Metropolitan,3464.0
12332,Ormond,1/276 Grange Rd,2,h,790000.0,S,Gary,24/06/2017,11.4,3204.0,2.0,1.0,2.0,253.0,,,Glen Eira,-37.90173,145.04466000000005,Southern Metropolitan,3578.0
12333,Preston,5 Kendall St,3,h,1200000.0,PI,Barry,3/12/2016,8.8,3072.0,3.0,2.0,1.0,465.0,,,Darebin,-37.7471,144.9877,Northern Metropolitan,14577.0
12334,Bentleigh East,7 England St,4,h,1352000.0,S,hockingstuart,16/07/2016,13.9,3165.0,4.0,2.0,2.0,618.0,196.0,1950.0,Glen Eira,-37.9252,145.0562,Southern Metropolitan,10969.0
12335,Northcote,73 Westbourne Gr,3,h,1550000.0,VB,Nelson,15/07/2017,5.3,3070.0,3.0,2.0,2.0,422.0,,,Darebin,-37.77348,144.99206,Northern Metropolitan,11364.0
12336,Reservoir,1/14 Ludeman Ct,2,u,433000.0,S,Ray,27/06/2016,11.2,3073.0,2.0,1.0,1.0,236.0,72.0,2012.0,Darebin,-37.6984,144.9997,Northern Metropolitan,21650.0
12337,Carlton,14/52 Leicester St,3,u,875000.0,S,Jellis,18/03/2017,1.8,3053.0,3.0,1.0,1.0,0.0,,,Melbourne,-37.8052,144.9604,Northern Metropolitan,6786.0
12338,Keilor East,171 Sterling Dr,3,h,695000.0,S,Barry,27/06/2016,12.8,3033.0,3.0,1.0,3.0,0.0,,,Brimbank,-37.7483,144.85,Western Metropolitan,5629.0
12339,Seddon,6 Alexander St,3,h,900000.0,SP,Village,17/06/2017,5.1,3011.0,3.0,1.0,0.0,194.0,,,Maribyrnong,-37.8041,144.8916,Western Metropolitan,2417.0
12340,Silvan,1 Parker Rd,4,h,1070000.0,S,Ray,24/06/2017,34.6,3795.0,4.0,2.0,3.0,38490.0,,,Yarra Ranges,-37.83229,145.43003000000004,Eastern Victoria,457.0
12341,Ivanhoe East,10 Carmichael St,4,h,1875000.0,PI,Nelson,18/06/2016,9.0,3079.0,4.0,3.0,2.0,583.0,318.0,1975.0,Banyule,-37.7719,145.0582,Eastern Metropolitan,1554.0
12342,Yarraville,42 Wilkins St,4,h,1035000.0,S,Jas,17/06/2017,6.3,3013.0,4.0,2.0,3.0,463.0,,,Maribyrnong,-37.81869,144.8726,Western Metropolitan,6543.0
12343,Carlton North,112 Newry St,4,h,1425000.0,S,Nelson,4/03/2017,3.2,3054.0,4.0,3.0,0.0,122.0,130.0,1890.0,Yarra,-37.7893,144.9696,Northern Metropolitan,3106.0
12344,Keilor East,54 Norwood Dr,4,h,770000.0,S,Nelson,22/05/2016,12.8,3033.0,4.0,2.0,2.0,546.0,174.0,1970.0,Moonee Valley,-37.7428,144.8536,Western Metropolitan,5629.0
12345,Elwood,53 Addison St,4,h,1875000.0,VB,Chisholm,27/06/2016,7.7,3184.0,3.0,3.0,0.0,235.0,211.0,2005.0,Port Phillip,-37.8775,144.9808,Southern Metropolitan,8989.0
12346,The Basin,14 Bayview Cr,3,h,610000.0,S,iTRAK,12/08/2017,27.0,3154.0,3.0,1.0,0.0,1281.0,,,Knox,-37.863,145.30716,Eastern Metropolitan,1690.0
12347,Windsor,5 Gladstone St,3,h,1425000.0,S,Jellis,16/09/2017,4.6,3181.0,3.0,1.0,1.0,188.0,150.0,1907.0,,-37.85277,144.98485,Southern Metropolitan,4380.0
12348,Yarraville,38 Benbow St,2,h,780000.0,S,Hunter,27/06/2016,7.0,3013.0,2.0,1.0,1.0,435.0,114.0,1950.0,Maribyrnong,-37.8223,144.8779,Western Metropolitan,6543.0
12349,Brunswick East,41 Gear St,2,t,690000.0,S,Jellis,20/05/2017,4.5,3057.0,2.0,1.0,1.0,3886.0,,,Moreland,-37.7762,144.9771,Northern Metropolitan,5533.0
12350,Newport,106 Johnston St,4,h,1265000.0,S,RT,18/06/2016,8.4,3015.0,5.0,2.0,2.0,774.0,185.0,1950.0,Hobsons Bay,-37.8366,144.8758,Western Metropolitan,5498.0
12351,Carlton North,658 Lygon St,2,h,880000.0,S,Nelson,18/06/2016,3.2,3054.0,2.0,1.0,0.0,142.0,,,Yarra,-37.7911,144.9688,Northern Metropolitan,3106.0
12352,Pascoe Vale,62 Devon Rd,3,h,755000.0,S,Nelson,6/05/2017,9.9,3044.0,3.0,2.0,2.0,294.0,110.0,1950.0,Moreland,-37.7215,144.9251,Northern Metropolitan,7485.0
12353,Brighton,5 Bridge St,3,h,1650000.0,S,Hodges,12/11/2016,11.2,3186.0,3.0,2.0,1.0,354.0,143.0,1910.0,Bayside,-37.8916,145.0017,Southern Metropolitan,10579.0
12354,Greenvale,21 Destination Dr,4,h,840500.0,S,YPA,24/06/2017,20.4,3059.0,4.0,2.0,2.0,494.0,298.21,2014.0,Hume,-37.61424,144.88705,Northern Metropolitan,4864.0
12355,Burwood East,6 Medhurst St,3,h,980000.0,S,Barry,16/09/2017,14.7,3151.0,3.0,1.0,1.0,590.0,,,,-37.85029,145.13846,Eastern Metropolitan,4048.0
12356,Newport,29 Charlotte St,3,h,901000.0,SP,Trimson,22/05/2016,8.4,3015.0,3.0,1.0,1.0,557.0,,,Hobsons Bay,-37.8378,144.8657,Western Metropolitan,5498.0
12357,Clifton Hill,42 Grant St,3,h,1500000.0,S,Nelson,8/04/2017,3.4,3068.0,3.0,1.0,1.0,230.0,127.0,1900.0,Yarra,-37.788,144.9967,Northern Metropolitan,2954.0
12358,Glen Iris,10 Bardolph St,2,t,585000.0,S,Jellis,15/10/2016,9.2,3146.0,2.0,1.0,1.0,84.0,84.0,1960.0,Boroondara,-37.8517,145.0796,Southern Metropolitan,10412.0
12359,Hawthorn,204/36 Lynch St,2,u,500000.0,VB,Gary,27/05/2017,5.3,3122.0,2.0,2.0,1.0,0.0,,,Boroondara,-37.8213,145.02913,Southern Metropolitan,11308.0
12360,Hawthorn East,6/712 Burwood Rd,2,u,400000.0,VB,Jellis,29/07/2017,6.2,3123.0,2.0,1.0,1.0,0.0,,1955.0,Boroondara,-37.82465,145.05092,Southern Metropolitan,6482.0
12361,Richmond,17/47 Mary St,3,h,1190000.0,S,Biggin,17/06/2017,2.4,3121.0,3.0,2.0,1.0,105.0,110.0,1997.0,Yarra,-37.82146,145.00203,Northern Metropolitan,14949.0
12362,Melton,21D Yuille St,5,h,710000.0,PI,Ryder,26/08/2017,31.7,3337.0,5.0,2.0,2.0,1670.0,280.0,2000.0,,-37.67813,144.59292,Western Victoria,3600.0
12363,Footscray,3/23 Pickett St,2,u,433000.0,SP,Jas,15/10/2016,6.4,3011.0,2.0,1.0,1.0,0.0,66.0,2012.0,Maribyrnong,-37.8017,144.8957,Western Metropolitan,7570.0
12364,Brighton,15 Loller St,3,t,2517500.0,SP,Marshall,18/03/2017,11.2,3186.0,3.0,3.0,2.0,311.0,,,Bayside,-37.9148,145.0009,Southern Metropolitan,10579.0
12365,Malvern,42 Cressy St,2,h,780000.0,VB,Jellis,14/05/2016,7.4,3144.0,2.0,0.0,0.0,0.0,,,Stonnington,-37.8502,145.0418,Southern Metropolitan,4675.0
12366,Preston,13 Patterson St,2,h,790000.0,S,Nelson,26/07/2016,8.8,3072.0,2.0,1.0,1.0,266.0,100.0,1925.0,Darebin,-37.7423,145.0105,Northern Metropolitan,14577.0
12367,St Kilda,6/19 Herbert St,2,u,525000.0,S,hockingstuart,1/07/2017,5.0,3182.0,2.0,1.0,1.0,0.0,60.0,1970.0,Port Phillip,-37.87174,144.98286000000004,Southern Metropolitan,13240.0
12368,Brighton,1/17 Tennyson St,2,u,700000.0,PI,RT,8/10/2016,11.2,3186.0,2.0,1.0,1.0,0.0,,1952.0,Bayside,-37.9225,144.9891,Southern Metropolitan,10579.0
12369,Fawkner,29 Jennifer St,3,h,741000.0,S,Peter,8/04/2017,12.4,3060.0,3.0,1.0,3.0,578.0,128.0,1960.0,Moreland,-37.6966,144.9695,Northern Metropolitan,5070.0
12370,South Yarra,37/12 Copelen St,2,t,1050000.0,S,Kay,17/06/2017,2.7,3141.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.83543,144.99907,Southern Metropolitan,14887.0
12371,South Morang,16/74 Thomas St,2,t,345000.0,SP,Harcourts,15/07/2017,20.5,3752.0,2.0,1.0,1.0,305.0,131.0,1999.0,Whittlesea,-37.6522,145.09261,Northern Metropolitan,7969.0
12372,Coburg North,3/1 Headley St,3,t,631000.0,S,McGrath,4/03/2017,9.2,3058.0,3.0,1.0,1.0,178.0,120.0,2012.0,Moreland,-37.7297,144.9645,Northern Metropolitan,3445.0
12373,Northcote,19 Hunter St,2,h,890000.0,S,hockingstuart,14/05/2016,5.5,3070.0,2.0,1.0,1.0,225.0,92.0,1910.0,Darebin,-37.7663,145.0009,Northern Metropolitan,11364.0
12374,Camberwell,78 Bowen St,4,h,4060000.0,S,Kay,3/09/2017,7.7,3124.0,4.0,3.0,2.0,947.0,,,,-37.84457,145.06218,Southern Metropolitan,8920.0
12375,Balwyn North,17 Cityview Rd,5,h,1940000.0,S,hockingstuart,27/05/2017,9.7,3104.0,5.0,2.0,1.0,629.0,140.0,1940.0,Boroondara,-37.79238,145.07841000000005,Southern Metropolitan,7809.0
12376,Glen Waverley,20 Walter St,4,h,1715000.0,S,Barry,17/06/2017,16.7,3150.0,4.0,1.0,2.0,758.0,,,Monash,-37.86924000000001,145.16471,Eastern Metropolitan,15321.0
12377,Braybrook,14 Rose St,3,h,565000.0,S,Nelson,27/11/2016,10.8,3019.0,3.0,2.0,1.0,566.0,78.0,1970.0,Maribyrnong,-37.7844,144.8523,Western Metropolitan,3589.0
12378,Balwyn North,153 Doncaster Rd,3,h,1500000.0,PI,Jellis,3/09/2016,9.2,3104.0,3.0,2.0,1.0,778.0,154.0,1950.0,Boroondara,-37.7939,145.0789,Southern Metropolitan,7809.0
12379,Balwyn,12 Wills St,5,h,2450000.0,S,Marshall,28/05/2016,9.7,3103.0,4.0,2.0,2.0,981.0,260.0,1960.0,Boroondara,-37.8058,145.0627,Southern Metropolitan,5682.0
12380,Bentleigh,56 Brewer Rd,4,h,1600000.0,PI,hockingstuart,3/06/2017,11.4,3204.0,4.0,2.0,2.0,604.0,,,Glen Eira,-37.92135,145.02917,Southern Metropolitan,6795.0
12381,Ivanhoe,2/53 Norman St,2,u,845000.0,S,Miles,22/08/2016,7.9,3079.0,2.0,2.0,2.0,147.0,,1980.0,Banyule,-37.7679,145.0467,Eastern Metropolitan,5549.0
12382,Keilor Park,39 Flinders St,3,h,700000.0,S,Nelson,8/07/2017,10.4,3042.0,3.0,1.0,1.0,590.0,130.0,1970.0,Brimbank,-37.7219,144.85239,Western Metropolitan,1119.0
